table_schema,table_name,columns,constraints
public,agent_savings_overview,"[{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_savings_accounts"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_invested"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_balance"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_interest_earned"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""active_accounts"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""matured_accounts"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null}]",[]
public,agent_unified_transactions,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""transaction_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""amount"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""reference_code"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""admin_notes"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""source_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""source_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""current_balance"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null}]",[]
public,agent_wholesale_dashboard,"[{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_email"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_orders"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_sales"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_commission"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""pending_orders"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""completed_orders"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null}]",[]
public,agents,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""full_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""phone_number"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""momo_number"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""region"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""isapproved"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""password_hash"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""wallet_balance"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0.00""},{""column_name"":""last_activity_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""last_login_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""auto_deactivated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""auto_deactivation_reason"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""data_orders_count_30d"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""data_orders_count_7d"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""totalEarnings"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""total_commission_earned"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""total_commission_withdrawn"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""available_commission_balance"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""total_commissions"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":""0.00""},{""column_name"":""total_paid_out"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":""0.00""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""NO"",""default"":""now()""},{""column_name"":""commission"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":""0.00""},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'active'::character varying""},{""column_name"":""last_login"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""email"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""totalcommissions"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0.00""},{""column_name"":""totalpaidout"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0.00""},{""column_name"":""role"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":""'agent'::character varying""},{""column_name"":""registration_source"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'self_registration'::character varying""},{""column_name"":""registered_by_admin_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""admin_notes"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""isbanned"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""referral_code"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""referral_credit_earned"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""agent_name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null}]","[{""constraint_name"":""2200_17269_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17269_20_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17269_21_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17269_22_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17269_23_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17269_29_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17269_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17269_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17269_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_17269_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""agents_commission_non_negative"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""agents"",""foreign_column"":""commission""},{""constraint_name"":""agents_phone_number_key"",""constraint_type"":""UNIQUE"",""columns"":[""phone_number""],""foreign_table"":""agents"",""foreign_column"":""phone_number""},{""constraint_name"":""agents_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""agents"",""foreign_column"":""id""},{""constraint_name"":""agents_registered_by_admin_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""registered_by_admin_id""],""foreign_table"":""admin_users"",""foreign_column"":""id""},{""constraint_name"":""agents_role_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""agents"",""foreign_column"":""role""},{""constraint_name"":""agents_status_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""agents"",""foreign_column"":""status""},{""constraint_name"":""agents_total_commissions_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""agents"",""foreign_column"":""total_commissions""},{""constraint_name"":""agents_total_paid_out_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""agents"",""foreign_column"":""total_paid_out""},{""constraint_name"":""check_wallet_balance_positive"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""agents"",""foreign_column"":""wallet_balance""},{""constraint_name"":""chk_total_commissions_non_negative"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""agents"",""foreign_column"":""total_commissions""},{""constraint_name"":""chk_total_paid_out_non_negative"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""agents"",""foreign_column"":""total_paid_out""},{""constraint_name"":""chk_wallet_balance_non_negative"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""agents"",""foreign_column"":""wallet_balance""}]"
public,agents_wallet_backup,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""wallet_balance"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""full_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""backup_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null}]",[]
public,analytics_events,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""event_type"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""event_category"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""user_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""user_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""session_id"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""ip_address"",""data_type"":""inet"",""is_nullable"":""YES"",""default"":null},{""column_name"":""user_agent"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""referrer"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""page_url"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""event_data"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":""'{}'::jsonb""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""processed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null}]","[{""constraint_name"":""2200_61900_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_61900_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_61900_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""analytics_events_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""analytics_events"",""foreign_column"":""id""},{""constraint_name"":""analytics_events_user_type_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""analytics_events"",""foreign_column"":""user_type""}]"
public,audio_files_metadata,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""user_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""storage_path"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_size_bytes"",""data_type"":""bigint"",""is_nullable"":""NO"",""default"":null},{""column_name"":""duration_seconds"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""accessed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_180047_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180047_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180047_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180047_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180047_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""audio_files_metadata_channel_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""channel_id""],""foreign_table"":""teaching_channels"",""foreign_column"":""id""},{""constraint_name"":""audio_files_metadata_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""audio_files_metadata"",""foreign_column"":""id""},{""constraint_name"":""audio_files_metadata_user_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""user_id""],""foreign_table"":null,""foreign_column"":null}]"
public,audio_storage_summary,"[{""column_name"":""user_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""email"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_storage_bytes"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_audio_count"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""max_storage_bytes"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""storage_percentage"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""retention_days"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""auto_cleanup_enabled"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":null}]",[]
public,audio_storage_usage,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""user_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""total_size_bytes"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""audio_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""last_updated"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_180025_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180025_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180025_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""audio_storage_usage_channel_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""channel_id""],""foreign_table"":""teaching_channels"",""foreign_column"":""id""},{""constraint_name"":""audio_storage_usage_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""audio_storage_usage"",""foreign_column"":""id""},{""constraint_name"":""audio_storage_usage_user_id_channel_id_key"",""constraint_type"":""UNIQUE"",""columns"":[""user_id"",""channel_id""],""foreign_table"":""audio_storage_usage"",""foreign_column"":""channel_id""},{""constraint_name"":""audio_storage_usage_user_id_channel_id_key"",""constraint_type"":""UNIQUE"",""columns"":[""user_id"",""channel_id""],""foreign_table"":""audio_storage_usage"",""foreign_column"":""user_id""},{""constraint_name"":""audio_storage_usage_user_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""user_id""],""foreign_table"":null,""foreign_column"":null}]"
public,automation_schedule,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""schedule_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""cron_expression"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""is_active"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""last_run_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""next_run_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""run_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_58130_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_58130_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_58130_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""automation_schedule_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""automation_schedule"",""foreign_column"":""id""}]"
public,birth_certificate_submissions,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""submission_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""registry_code"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""serial_number"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""child_first_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""child_middle_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""child_surname"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""sex"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""date_of_birth"",""data_type"":""date"",""is_nullable"":""NO"",""default"":null},{""column_name"":""nid_number"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""type_of_birth"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""place_of_delivery"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""place_of_delivery_other"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""attendant_at_birth"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""attendant_at_birth_other"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""hospital_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_house_number"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_street_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_town"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_district"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_region"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_first_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""mother_middle_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_surname"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""mother_age"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_nationality"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_nid"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_house_no"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_street_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_town"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_district"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_region"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_education"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_marital_status"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_occupation"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_religion"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_residential_address"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_first_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_middle_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_surname"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_age"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_nationality"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_nid"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_occupation"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_residential_address"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""urgent_processing"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""urgency_reason"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""additional_notes"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""informant_full_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""informant_relationship"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""informant_phone"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""informant_date"",""data_type"":""date"",""is_nullable"":""YES"",""default"":null},{""column_name"":""informant_address"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""status"",""data_type"":""text"",""is_nullable"":""YES"",""default"":""'Pending'::text""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_158426_10_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_23_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_25_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_50_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_51_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_52_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_54_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_6_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_8_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158426_9_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""birth_certificate_submissions_agent_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""agent_id""],""foreign_table"":""agents"",""foreign_column"":""id""},{""constraint_name"":""birth_certificate_submissions_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""birth_certificate_submissions"",""foreign_column"":""id""},{""constraint_name"":""birth_certificate_submissions_sex_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""birth_certificate_submissions"",""foreign_column"":""sex""},{""constraint_name"":""birth_certificate_submissions_status_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""birth_certificate_submissions"",""foreign_column"":""status""}]"
public,blog_categories,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""slug"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""color"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'#3B82F6'::character varying""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_148121_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_148121_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_148121_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""blog_categories_name_key"",""constraint_type"":""UNIQUE"",""columns"":[""name""],""foreign_table"":""blog_categories"",""foreign_column"":""name""},{""constraint_name"":""blog_categories_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""blog_categories"",""foreign_column"":""id""},{""constraint_name"":""blog_categories_slug_key"",""constraint_type"":""UNIQUE"",""columns"":[""slug""],""foreign_table"":""blog_categories"",""foreign_column"":""slug""}]"
