table_schema,table_name,columns,constraints
public,forms,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""form_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""form_description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""form_type"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""is_active"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_158632_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158632_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_158632_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""forms_form_name_key"",""constraint_type"":""UNIQUE"",""columns"":[""form_name""],""foreign_table"":""forms"",""foreign_column"":""form_name""},{""constraint_name"":""forms_form_type_key"",""constraint_type"":""UNIQUE"",""columns"":[""form_type""],""foreign_table"":""forms"",""foreign_column"":""form_type""},{""constraint_name"":""forms_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""forms"",""foreign_column"":""id""}]"
public,ges_approved_items,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""category"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""grade_level"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""price"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""image_url"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""is_available"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_130044_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_130044_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_130044_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_130044_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_130044_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""ges_approved_items_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""ges_approved_items"",""foreign_column"":""id""}]"
public,interest_calculations,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_savings_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""calculation_date"",""data_type"":""date"",""is_nullable"":""NO"",""default"":null},{""column_name"":""principal_amount"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""interest_rate"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""interest_amount"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""days_calculated"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_83430_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83430_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83430_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83430_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83430_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83430_6_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_83430_7_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""interest_calculations_agent_savings_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""agent_savings_id""],""foreign_table"":""agent_savings"",""foreign_column"":""id""},{""constraint_name"":""interest_calculations_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""interest_calculations"",""foreign_column"":""id""}]"
public,invitation_audit_log,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""admin_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""referral_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""action"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""reason"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_196572_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_196572_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_196572_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_196572_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""invitation_audit_log_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""invitation_audit_log"",""foreign_column"":""id""},{""constraint_name"":""invitation_audit_log_referral_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""referral_id""],""foreign_table"":""referral_tracking"",""foreign_column"":""id""}]"
public,jobs,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""industry"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""application_deadline"",""data_type"":""date"",""is_nullable"":""NO"",""default"":null},{""column_name"":""location"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""salary_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_min"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_max"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_exact"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_currency"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'GHS'::character varying""},{""column_name"":""employer_name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""application_method"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""application_contact"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""is_active"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""is_featured"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""created_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""company"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""title"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""job_type"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""requirements"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""salary_range"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""contact_email"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""contact_phone"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""application_url"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null}]","[{""constraint_name"":""2200_34994_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_34994_20_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_34994_21_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_34994_22_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_34994_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_34994_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_34994_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_34994_6_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""employer_name_not_empty"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""jobs"",""foreign_column"":""employer_name""},{""constraint_name"":""jobs_application_method_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""jobs"",""foreign_column"":""application_method""},{""constraint_name"":""jobs_company_not_empty"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""jobs"",""foreign_column"":""company""},{""constraint_name"":""jobs_email_format"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""jobs"",""foreign_column"":""contact_email""},{""constraint_name"":""jobs_job_type_not_empty"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""jobs"",""foreign_column"":""job_type""},{""constraint_name"":""jobs_job_type_valid"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""jobs"",""foreign_column"":""job_type""},{""constraint_name"":""jobs_location_not_empty"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""jobs"",""foreign_column"":""location""},{""constraint_name"":""jobs_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""jobs"",""foreign_column"":""id""},{""constraint_name"":""jobs_salary_type_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""jobs"",""foreign_column"":""salary_type""},{""constraint_name"":""jobs_title_not_empty"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""jobs"",""foreign_column"":""title""}]"
public,lesson_notes,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""title"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""content"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""is_published"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""is_deleted"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""deleted_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null}]","[{""constraint_name"":""2200_184123_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_184123_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_184123_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_184123_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_184123_6_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""lesson_notes_channel_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""channel_id""],""foreign_table"":""teaching_channels"",""foreign_column"":""id""},{""constraint_name"":""lesson_notes_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""lesson_notes"",""foreign_column"":""id""}]"
public,link_preview_cache,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""url"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""title"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""image"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""domain"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""fetch_error"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""cached_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""expires_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_182614_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_182614_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_182614_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_182614_6_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_182614_9_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""link_preview_cache_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""link_preview_cache"",""foreign_column"":""id""},{""constraint_name"":""link_preview_cache_url_key"",""constraint_type"":""UNIQUE"",""columns"":[""url""],""foreign_table"":""link_preview_cache"",""foreign_column"":""url""}]"
public,maintenance_mode,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""is_enabled"",""data_type"":""boolean"",""is_nullable"":""NO"",""default"":""false""},{""column_name"":""title"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'Site Under Maintenance'::character varying""},{""column_name"":""message"",""data_type"":""text"",""is_nullable"":""YES"",""default"":""'We are currently performing scheduled maintenance to improve your experience. All pending orders and transactions will be processed once maintenance is complete. Thank you for your patience.'::text""},{""column_name"":""estimated_completion"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""countdown_enabled"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""countdown_end_time"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null}]","[{""constraint_name"":""2200_86906_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_86906_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""maintenance_mode_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""maintenance_mode"",""foreign_column"":""id""}]"
public,maintenance_mode_logs,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""action"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""admin_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""admin_email"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""previous_state"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":null},{""column_name"":""new_state"",""data_type"":""jsonb"",""is_nullable"":""YES"",""default"":null},{""column_name"":""ip_address"",""data_type"":""inet"",""is_nullable"":""YES"",""default"":null},{""column_name"":""user_agent"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_86923_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_86923_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""maintenance_mode_logs_action_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""maintenance_mode_logs"",""foreign_column"":""action""},{""constraint_name"":""maintenance_mode_logs_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""maintenance_mode_logs"",""foreign_column"":""id""}]"
public,media_uploads,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""uploader_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_type"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_size"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""storage_path"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mime_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""duration_seconds"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_180303_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180303_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180303_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180303_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_180303_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""media_uploads_channel_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""channel_id""],""foreign_table"":""teaching_channels"",""foreign_column"":""id""},{""constraint_name"":""media_uploads_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""media_uploads"",""foreign_column"":""id""}]"
public,message_media,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""message_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""media_type"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""media_url"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_size"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""duration"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""width"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""height"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""thumbnail_url"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_178364_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_178364_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_178364_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_178364_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_178364_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""message_media_message_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""message_id""],""foreign_table"":""channel_messages"",""foreign_column"":""id""},{""constraint_name"":""message_media_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""message_media"",""foreign_column"":""id""}]"
public,messages,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""referral_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""sender_type"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""sender_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""message"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""is_read"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_162407_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_162407_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_162407_3_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_162407_4_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_162407_5_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""messages_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""messages"",""foreign_column"":""id""},{""constraint_name"":""messages_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""messages"",""foreign_column"":""inserted_at""},{""constraint_name"":""messages_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""messages"",""foreign_column"":""id""},{""constraint_name"":""messages_referral_id_fkey"",""constraint_type"":""FOREIGN KEY"",""columns"":[""referral_id""],""foreign_table"":""referrals"",""foreign_column"":""id""},{""constraint_name"":""messages_sender_type_check"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":""messages"",""foreign_column"":""sender_type""}]"
public,migration_log,"[{""column_name"":""id"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":""nextval('migration_log_id_seq'::regclass)""},{""column_name"":""script_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""executed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]","[{""constraint_name"":""2200_145823_1_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""2200_145823_2_not_null"",""constraint_type"":""CHECK"",""columns"":null,""foreign_table"":null,""foreign_column"":null},{""constraint_name"":""migration_log_pkey"",""constraint_type"":""PRIMARY KEY"",""columns"":[""id""],""foreign_table"":""migration_log"",""foreign_column"":""id""},{""constraint_name"":""migration_log_script_name_key"",""constraint_type"":""UNIQUE"",""columns"":[""script_name""],""foreign_table"":""migration_log"",""foreign_column"":""script_name""}]"
