table_schema,table_name,columns
public,audio_files_metadata,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""user_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""storage_path"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""file_size_bytes"",""data_type"":""bigint"",""is_nullable"":""NO"",""default"":null},{""column_name"":""duration_seconds"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""accessed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,audio_storage_summary,"[{""column_name"":""user_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""email"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_storage_bytes"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""total_audio_count"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""max_storage_bytes"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":null},{""column_name"":""storage_percentage"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""retention_days"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""auto_cleanup_enabled"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":null}]"
public,audio_storage_usage,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""user_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""total_size_bytes"",""data_type"":""bigint"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""audio_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""last_updated"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,automation_schedule,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""schedule_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""cron_expression"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""is_active"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""last_run_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""next_run_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""run_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,birth_certificate_submissions,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""submission_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""registry_code"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""serial_number"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""child_first_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""child_middle_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""child_surname"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""sex"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""date_of_birth"",""data_type"":""date"",""is_nullable"":""NO"",""default"":null},{""column_name"":""nid_number"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""type_of_birth"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""place_of_delivery"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""place_of_delivery_other"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""attendant_at_birth"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""attendant_at_birth_other"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""hospital_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_house_number"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_street_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_town"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_district"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""delivery_region"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_first_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""mother_middle_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_surname"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""mother_age"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_nationality"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_nid"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_house_no"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_street_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_town"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_district"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_region"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_education"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_marital_status"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_occupation"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_religion"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""mother_residential_address"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_first_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_middle_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_surname"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_age"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_nationality"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_nid"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_occupation"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""father_residential_address"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""urgent_processing"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""urgency_reason"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""additional_notes"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""informant_full_name"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""informant_relationship"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""informant_phone"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""informant_date"",""data_type"":""date"",""is_nullable"":""YES"",""default"":null},{""column_name"":""informant_address"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""status"",""data_type"":""text"",""is_nullable"":""YES"",""default"":""'Pending'::text""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,blog_categories,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""slug"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""color"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'#3B82F6'::character varying""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,blog_comments,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""blog_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""author_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_email"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""content"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'pending'::character varying""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,blogs,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""title"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""slug"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""content"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""excerpt"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""featured_image_url"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""meta_title"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""meta_description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""meta_keywords"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'draft'::character varying""},{""column_name"":""author_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""published_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""views_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""reading_time"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""tags"",""data_type"":""ARRAY"",""is_nullable"":""YES"",""default"":null},{""column_name"":""category_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null}]"
public,bulk_order_items,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""bulk_order_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""phone"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""capacity_gb"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'pending'::character varying""},{""column_name"":""error_message"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""network"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'Unknown'::character varying""}]"
public,bulk_orders,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""source"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'csv'::character varying""},{""column_name"":""row_count"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":null},{""column_name"":""accepted_count"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":""0""},{""column_name"":""rejected_count"",""data_type"":""integer"",""is_nullable"":""NO"",""default"":""0""},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'pending_admin_review'::character varying""},{""column_name"":""payment_required"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""payment_instructions"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""admin_processed_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""admin_processed_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""payment_pin"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null}]"
public,call_requests,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""property_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""agent_email"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_phone"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""property_title"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""property_price"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""property_currency"",""data_type"":""text"",""is_nullable"":""YES"",""default"":""'USD'::text""},{""column_name"":""request_message"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'pending'::character varying""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,channel_join_requests,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""request_message"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'pending'::character varying""},{""column_name"":""requested_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""responded_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]"
public,channel_join_requests_with_agents,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_id"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""request_message"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""requested_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""full_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""phone_number"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null}]"
public,channel_join_requests_with_details,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""request_message"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""requested_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""responded_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""qualifications"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""experience_years"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""bio"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""expertise_areas"",""data_type"":""ARRAY"",""is_nullable"":""YES"",""default"":null},{""column_name"":""approval_status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""approved_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null}]"
public,channel_members,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""role"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'member'::character varying""},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'active'::character varying""},{""column_name"":""joined_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]"
public,channel_members_with_agents,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_id"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""role"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""joined_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""full_name"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""phone_number"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null}]"
public,channel_members_with_details,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""role"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""joined_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""qualifications"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""experience_years"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""bio"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""expertise_areas"",""data_type"":""ARRAY"",""is_nullable"":""YES"",""default"":null},{""column_name"":""approval_status"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""approved_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null}]"
public,channel_messages,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""content"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""message_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'text'::character varying""},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""},{""column_name"":""is_edited"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""is_deleted"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""deleted_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null}]"
public,channel_messages_with_details,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""content"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""message_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""updated_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""is_edited"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":null},{""column_name"":""media"",""data_type"":""json"",""is_nullable"":""YES"",""default"":null}]"
public,channel_posts,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_id"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""author_name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""title"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""content"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""post_type"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":""'post'::character varying""},{""column_name"":""is_pinned"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""is_archived"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""view_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""like_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""comment_count"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":""0""},{""column_name"":""is_deleted"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""deleted_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":null},{""column_name"":""deleted_by"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null}]"
public,channel_settings,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""channel_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""allow_comments"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""allow_reactions"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""true""},{""column_name"":""require_approval"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":""false""},{""column_name"":""created_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""},{""column_name"":""updated_at"",""data_type"":""timestamp without time zone"",""is_nullable"":""YES"",""default"":""CURRENT_TIMESTAMP""}]"
public,commission_audit_log,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""uuid_generate_v4()""},{""column_name"":""table_name"",""data_type"":""character varying"",""is_nullable"":""NO"",""default"":null},{""column_name"":""record_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""commission_amount"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""old_status"",""data_type"":""boolean"",""is_nullable"":""NO"",""default"":null},{""column_name"":""new_status"",""data_type"":""boolean"",""is_nullable"":""NO"",""default"":null},{""column_name"":""changed_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,commission_calculations,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""provider"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""name"",""data_type"":""character varying"",""is_nullable"":""YES"",""default"":null},{""column_name"":""size_gb"",""data_type"":""integer"",""is_nullable"":""YES"",""default"":null},{""column_name"":""price"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""commission_rate"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""exact_commission"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""display_commission"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""target_commission"",""data_type"":""numeric"",""is_nullable"":""YES"",""default"":null},{""column_name"":""commission_matches_target"",""data_type"":""boolean"",""is_nullable"":""YES"",""default"":null}]"
public,commission_log,"[{""column_name"":""id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":""gen_random_uuid()""},{""column_name"":""agent_id"",""data_type"":""uuid"",""is_nullable"":""NO"",""default"":null},{""column_name"":""commission_amount"",""data_type"":""numeric"",""is_nullable"":""NO"",""default"":null},{""column_name"":""source_type"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""source_id"",""data_type"":""uuid"",""is_nullable"":""YES"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""action_type"",""data_type"":""text"",""is_nullable"":""NO"",""default"":null},{""column_name"":""created_at"",""data_type"":""timestamp with time zone"",""is_nullable"":""YES"",""default"":""now()""}]"
public,commission_system_health,"[{""column_name"":""metric"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""value"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null},{""column_name"":""description"",""data_type"":""text"",""is_nullable"":""YES"",""default"":null}]"
